Atgrp_name	class6	UNIPROT.class	UNIPROT.Organism
AT4Gr20000448	TE	NA	NA
AT4Gr20000451	TE	NA	NA
AT4Gr20000452	TE	NA	NA
AT4Gr20000453	TE	NA	NA
AT4Gr20000454	TE	NA	NA
AT4Gr20000455	TE	NA	NA
AT4Gr20000456	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000457	TE	NA	NA
AT4Gr20000458	TE	NA	NA
AT4Gr20000459	TE	NA	NA
AT4Gr20000460	TE	NA	NA
AT4Gr20000461	TE	NA	NA
AT4Gr20000462	TE	NA	NA
AT4Gr20000463	TE	NA	NA
AT4Gr20000464	TE	NA	NA
AT4Gr20000465	TE	NA	NA
AT4Gr20000466	TE	NA	NA
AT4Gr20000467	TE	NA	NA
AT4Gr20000468	TE	NA	NA
AT4Gr20000469	TE	NA	NA
AT4Gr20000470	TE	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20000471	TE	NA	NA
AT4Gr20000472	TE	NA	NA
AT4Gr20000473	TE	NA	NA
AT4Gr20000474	TE	NA	NA
AT4Gr20000475	TE	NA	NA
AT4Gr20000477	TE	NA	NA
AT4Gr20000478	TE	NA	NA
AT4Gr20000479	TE	NA	NA
AT4Gr20000481	TE	NA	NA
AT4Gr20000482	TE	NA	NA
AT4Gr20000484	TE	NA	NA
AT4Gr20000485	TE	NA	NA
AT4Gr20000486	TE	NA	NA
AT4Gr20000487	partial_or_no_homology	NA	NA
AT4Gr20000488	TE	NA	NA
AT4Gr20000489	TE	NA	NA
AT4Gr20000490	TE	NA	NA
AT4Gr20000491	TE	NA	NA
AT4Gr20000492	TE	NA	NA
AT4Gr20000493	TE	NA	NA
AT4Gr20000496	TE	NA	NA
AT4Gr20000497	TE	NA	NA
AT4Gr20000498	partial_or_no_homology	NA	NA
AT4Gr20000499	TE	NA	NA
AT4Gr20000500	TE	NA	NA
AT4Gr20000501	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000502	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000503	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000504	partial_or_no_homology	NA	NA
AT4Gr20000505	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000506	partial_or_no_homology	NA	NA
AT4Gr20000508	TE	NA	NA
AT4Gr20000510	TE	NA	NA
AT4Gr20000511	TE	NA	NA
AT4Gr20000515	partial_or_no_homology	NA	NA
AT4Gr20000516	TE	NA	NA
AT4Gr20000517	TE	NA	NA
AT4Gr20000518	TE	NA	NA
AT4Gr20000519	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000520	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000521	TE	NA	NA
AT4Gr20000522	TE	NA	NA
AT4Gr20000523	TE	NA	NA
AT4Gr20000524	TE	NA	NA
AT4Gr20000525	TE	NA	NA
AT4Gr20000526	TE	NA	NA
AT4Gr20000527	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000528	TE	NA	NA
AT4Gr20000529	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000530	TE	NA	NA
AT4Gr20000533	TE	NA	NA
AT4Gr20000534	TE	NA	NA
AT4Gr20000535	TE	NA	NA
AT4Gr20000536	TE	NA	NA
AT4Gr20000537	TE	NA	NA
AT4Gr20000538	TE	NA	NA
AT4Gr20000539	TE	NA	NA
AT4Gr20000540	TE	NA	NA
AT4Gr20000541	TE	NA	NA
AT4Gr20000542	partial_or_no_homology	NA	NA
AT4Gr20000543	TE	NA	NA
AT4Gr20000544	TE	NA	NA
AT4Gr20000545	TE	NA	NA
AT4Gr20000546	TE	NA	NA
AT4Gr20000547	TE	NA	NA
AT4Gr20000549	TE	NA	NA
AT4Gr20000550	partial_or_no_homology	NA	NA
AT4Gr20000551	TE	NA	NA
AT4Gr20000552	TE-like	Reverse transcriptase	Microthlaspi erraticum
AT4Gr20000553	TE-like	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000554	TE	NA	NA
AT4Gr20000555	TE	NA	NA
AT4Gr20000556	partial_or_no_homology	NA	NA
AT4Gr20000557	TE	NA	NA
AT4Gr20000558	TE	NA	NA
AT4Gr20000561	TE	NA	NA
AT4Gr20000562	TE	NA	NA
AT4Gr20000563	TE	NA	NA
AT4Gr20000564	TE	NA	NA
AT4Gr20000565	TE	NA	NA
AT4Gr20000566	TE	NA	NA
AT4Gr20000567	TE	NA	NA
AT4Gr20000568	TE	NA	NA
AT4Gr20000569	TE	NA	NA
AT4Gr20000570	TE	NA	NA
AT4Gr20000571	TE	NA	NA
AT4Gr20000572	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000573	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000574	TE	NA	NA
AT4Gr20000575	TE	NA	NA
AT4Gr20000576	TE	NA	NA
AT4Gr20000577	TE	NA	NA
AT4Gr20000578	TE	NA	NA
AT4Gr20000579	TE	NA	NA
AT4Gr20000580	TE	NA	NA
AT4Gr20000581	TE	NA	NA
AT4Gr20000582	TE	NA	NA
AT4Gr20000583	TE	NA	NA
AT4Gr20000584	TE	NA	NA
AT4Gr20000590	TE-like	TE / Transposon / Transposase / DNA transposition	Arabis alpina (Alpine rock-cress)
AT4Gr20000593	partial_or_no_homology	NA	NA
AT4Gr20000594	TE	NA	NA
AT4Gr20000595	TE	NA	NA
AT4Gr20000599	TE	NA	NA
AT4Gr20000600	TE	NA	NA
AT4Gr20000601	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000602	TE	NA	NA
AT4Gr20000603	TE	NA	NA
AT4Gr20000608	TE	NA	NA
AT4Gr20000614	partial_or_no_homology	NA	NA
AT4Gr20000615	TE	NA	NA
AT4Gr20000618	TE	NA	NA
AT4Gr20000619	TE	NA	NA
AT4Gr20000620	TE	NA	NA
AT4Gr20000621	TE	NA	NA
AT4Gr20000622	TE	NA	NA
AT4Gr20000624	TE	NA	NA
AT4Gr20000625	TE	NA	NA
AT4Gr20000627	TE	NA	NA
AT4Gr20000631	TE	NA	NA
AT4Gr20000632	TE	NA	NA
AT4Gr20000633	TE	NA	NA
AT4Gr20000637	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000640	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000642	TE	NA	NA
AT4Gr20000643	TE	NA	NA
AT4Gr20000644	TE	NA	NA
AT4Gr20000647	TE	NA	NA
AT4Gr20000648	TE	NA	NA
AT4Gr20000649	TE	NA	NA
AT4Gr20000650	TE	NA	NA
AT4Gr20000652	TE	NA	NA
AT4Gr20000653	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000654	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000655	TE	NA	NA
AT4Gr20000656	nucl_tair10	Flavoprotein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000657	TE	NA	NA
AT4Gr20000658	TE	NA	NA
AT4Gr20000664	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000667	TE	NA	NA
AT4Gr20000668	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000669	TE	NA	NA
AT4Gr20000670	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000673	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000674	TE	NA	NA
AT4Gr20000675	TE	NA	NA
AT4Gr20000676	TE	NA	NA
AT4Gr20000677	TE	NA	NA
AT4Gr20000678	TE	NA	NA
AT4Gr20000679	TE	NA	NA
AT4Gr20000681	TE	NA	NA
AT4Gr20000682	TE	NA	NA
AT4Gr20000684	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000688	TE	NA	NA
AT4Gr20000692	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000696	TE	NA	NA
AT4Gr20000698	TE	NA	NA
AT4Gr20000700	partial_or_no_homology	NA	NA
AT4Gr20000701	TE	NA	NA
AT4Gr20000702	TE	NA	NA
AT4Gr20000703	partial_or_no_homology	NA	NA
AT4Gr20000708	protein_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000710	TE	NA	NA
AT4Gr20000712	partial_or_no_homology	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000713	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000715	TE	NA	NA
AT4Gr20000719	partial_or_no_homology	NA	NA
AT4Gr20000720	partial_or_no_homology	NA	NA
AT4Gr20000721	TE	NA	NA
AT4Gr20000722	partial_or_no_homology	NA	NA
AT4Gr20000723	partial_or_no_homology	NA	NA
AT4Gr20000728	TE	NA	NA
AT4Gr20000739	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000743	TE	NA	NA
AT4Gr20000744	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000745	TE	NA	NA
AT4Gr20000747	TE	NA	NA
AT4Gr20000755	TE	NA	NA
AT4Gr20000757	partial_or_no_homology	NA	NA
AT4Gr20000762	TE	NA	NA
AT4Gr20000765	partial_or_no_homology	NA	NA
AT4Gr20000767	TE	NA	NA
AT4Gr20000769	TE	NA	NA
AT4Gr20000779	TE	NA	NA
AT4Gr20000783	TE	NA	NA
AT4Gr20000786	TE	NA	NA
AT4Gr20000797	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000801	TE	NA	NA
AT4Gr20000802	protein_tair10	DNA-binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20000803	partial_or_no_homology	NA	NA
AT4Gr20000804	partial_or_no_homology	NA	NA
AT4Gr20000807	TE	NA	NA
AT4Gr20000811	TE	NA	NA
AT4Gr20000813	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000814	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000817	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000819	TE	NA	NA
AT4Gr20000820	TE	Signal peptide / Secreted	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000821	nucl_tair10	DC1 domain-containing protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000823	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000824	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000825	TE	NA	NA
AT4Gr20000826	protein_thaliana	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000841	TE	NA	NA
AT4Gr20000842	TE	NA	NA
AT4Gr20000843	TE	NA	NA
AT4Gr20000844	TE	NA	NA
AT4Gr20000845	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000846	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000850	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000857	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000858	TE	NA	NA
AT4Gr20000860	TE	NA	NA
AT4Gr20000867	nucl_tair10	Transcription factor	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000868	protein_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000869	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000872	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000884	TE	NA	NA
AT4Gr20000885	TE	NA	NA
AT4Gr20000889	TE	NA	NA
AT4Gr20000891	TE	NA	NA
AT4Gr20000895	TE	NA	NA
AT4Gr20000899	protein_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000927	TE	NA	NA
AT4Gr20000928	TE	NA	NA
AT4Gr20000929	TE	NA	NA
AT4Gr20000931	other_species	Uncharacterized protein	Candidula unifasciata
AT4Gr20000935	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000936	TE	NA	NA
AT4Gr20000939	nucl_tair10	Nucleic acid binding	Brassica campestris (Field mustard)
AT4Gr20000942	TE	NA	NA
AT4Gr20000943	partial_or_no_homology	NA	NA
AT4Gr20000944	TE	NA	NA
AT4Gr20000956	TE	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20000969	TE	NA	NA
AT4Gr20000971	TE	NA	NA
AT4Gr20000981	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20000993	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20000997	TE	NA	NA
AT4Gr20001004	TE	NA	NA
AT4Gr20001007	TE	NA	NA
AT4Gr20001013	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001017	TE	NA	NA
AT4Gr20001018	TE	NA	NA
AT4Gr20001025	partial_or_no_homology	NA	NA
AT4Gr20001035	partial_or_no_homology	NA	NA
AT4Gr20001037	TE	NA	NA
AT4Gr20001038	TE	NA	NA
AT4Gr20001053	partial_or_no_homology	NA	NA
AT4Gr20001057	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001064	TE	NA	NA
AT4Gr20001065	protein_tair10	Plant defense	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001067	TE	NA	NA
AT4Gr20001068	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001077	nucl_tair10	DC1 domain-containing protein	Capsella rubella
AT4Gr20001082	TE	NA	NA
AT4Gr20001102	TE	NA	NA
AT4Gr20001103	TE	NA	NA
AT4Gr20001105	TE	NA	NA
AT4Gr20001108	TE	NA	NA
AT4Gr20001110	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001118	TE	NA	NA
AT4Gr20001121	TE	NA	NA
AT4Gr20001122	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001123	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001124	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001125	protein_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001126	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001127	protein_thaliana	Ribonuclease	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001130	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001132	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001133	partial_or_no_homology	NA	NA
AT4Gr20001138	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001140	TE	NA	NA
AT4Gr20001141	TE	NA	NA
AT4Gr20001143	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001159	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001166	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001173	TE	NA	NA
AT4Gr20001175	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001180	TE	NA	NA
AT4Gr20001191	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001196	TE	NA	NA
AT4Gr20001209	partial_or_no_homology	NA	NA
AT4Gr20001212	TE	NA	NA
AT4Gr20001213	TE	NA	NA
AT4Gr20001216	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001220	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001222	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001225	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001226	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001232	TE	NA	NA
AT4Gr20001233	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001234	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001236	protein_tair10	Kinase activity	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001239	partial_or_no_homology	NA	NA
AT4Gr20001246	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001254	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001261	TE	NA	NA
AT4Gr20001274	other_species	Hydrolase	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20001281	TE	NA	NA
AT4Gr20001287	TE	NA	NA
AT4Gr20001295	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001296	protein_thaliana	Repeat	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001303	protein_tair10	Repeat	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001308	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001322	protein_thaliana	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001351	TE	NA	NA
AT4Gr20001352	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001368	protein_tair10	DC1 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001370	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001371	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001372	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001376	TE	NA	NA
AT4Gr20001383	TE	NA	NA
AT4Gr20001384	TE	NA	NA
AT4Gr20001385	TE	NA	NA
AT4Gr20001386	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001395	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001399	TE	NA	NA
AT4Gr20001400	protein_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001401	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001402	TE	NA	NA
AT4Gr20001403	TE	NA	NA
AT4Gr20001405	protein_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001409	nucl_tair10	Transcription factor	Capsella rubella
AT4Gr20001412	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001415	nucl_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001420	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001435	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001436	TE	NA	NA
AT4Gr20001444	TE	NA	NA
AT4Gr20001448	TE	NA	NA
AT4Gr20001455	other_species	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001456	TE	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001464	TE	NA	NA
AT4Gr20001465	TE	NA	NA
AT4Gr20001466	TE	NA	NA
AT4Gr20001467	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001468	TE	NA	NA
AT4Gr20001469	TE	NA	NA
AT4Gr20001470	TE	NA	NA
AT4Gr20001471	protein_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001472	TE	NA	NA
AT4Gr20001473	TE	NA	NA
AT4Gr20001479	partial_or_no_homology	NA	NA
AT4Gr20001481	TE	NA	NA
AT4Gr20001486	TE	NA	NA
AT4Gr20001499	TE	NA	NA
AT4Gr20001501	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001502	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001508	TE-like	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001510	TE	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001511	nucl_tair10	NA	NA
AT4Gr20001524	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001533	TE	NA	NA
AT4Gr20001536	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001544	protein_tair10	Plant defense	Arabis alpina (Alpine rock-cress)
AT4Gr20001545	protein_tair10	Plant defense	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001546	TE	NA	NA
AT4Gr20001558	TE	NA	NA
AT4Gr20001559	TE	NA	NA
AT4Gr20001562	TE	NA	NA
AT4Gr20001579	nucl_tair10	NA	NA
AT4Gr20001591	TE	NA	NA
AT4Gr20001592	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001598	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001606	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001613	nucl_tair10	Nucleic acid binding	Brassica campestris (Field mustard)
AT4Gr20001614	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001618	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001624	TE	NA	NA
AT4Gr20001640	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001641	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001658	protein_tair10	Plant defense	Microthlaspi erraticum
AT4Gr20001662	TE	NA	NA
AT4Gr20001672	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001690	TE	NA	NA
AT4Gr20001719	TE	NA	NA
AT4Gr20001720	protein_tair10	Ribosomal protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001721	partial_or_no_homology	NA	NA
AT4Gr20001727	other_species	Uncharacterized protein	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT4Gr20001745	partial_or_no_homology	NA	NA
AT4Gr20001755	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001756	TE	NA	NA
AT4Gr20001772	TE	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20001773	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001785	TE	NA	NA
AT4Gr20001792	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001798	protein_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001799	TE	NA	NA
AT4Gr20001819	protein_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001820	protein_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001843	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001844	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001845	nucl_tair10	F-box	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001846	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001847	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001848	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001849	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001850	partial_or_no_homology	NA	NA
AT4Gr20001885	TE	NA	NA
AT4Gr20001891	TE	NA	NA
AT4Gr20001899	TE	NA	NA
AT4Gr20001900	partial_or_no_homology	NA	NA
AT4Gr20001901	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20001919	partial_or_no_homology	NA	NA
AT4Gr20001938	TE	NA	NA
AT4Gr20001952	TE	NA	NA
AT4Gr20001953	TE	NA	NA
AT4Gr20001957	partial_or_no_homology	NA	NA
AT4Gr20001959	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001960	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20001961	nucl_tair10	Proteases / Peptidase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001967	protein_tair10	Signal peptide / Secreted	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20001969	TE-like	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20001983	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002008	TE-like	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20002009	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002011	nucl_tair10	NA	NA
AT4Gr20002047	TE	NA	NA
AT4Gr20002048	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
