group	V1	V2	V3	V4	V5	V6	V7	V8	V9	tair.only	len	simgr	dup	te	have.tair	not.detect	chr	cnv	is.te	category	annot	go	sv	in.sv	genes.tes$V9	Ar11_id	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed	N_acc_where_readspresent
AT4Gr20001960	PanGen_Chr_4	Consensus	gene	22664269	22664901	.	-	.	ID=AT4Gr20001960	0	633		TRUE	0	0	0	4	0	FALSE	new_genes	nucl_tair10	F-box	633	1	ID=AT4Gr20001960	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20001961	PanGen_Chr_4	Consensus	gene	22665329	22669012	.	-	.	ID=AT4Gr20001961	0	3684		TRUE	0	0	0	4	0	FALSE	new_genes	nucl_tair10	Proteases / Peptidase	3684	1	ID=AT4Gr20001961	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20001967	PanGen_Chr_4	Consensus	gene	22745916	22746275	.	-	.	ID=AT4Gr20001967	0	360		FALSE	0	0	0	4	0	FALSE	new_genes	protein_tair10	Signal peptide / Secreted	5	0.0138888888888889	ID=AT4Gr20001967	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT4Gr20001969	PanGen_Chr_4	Consensus	gene	22753651	22757019	.	-	.	ID=AT4Gr20001969	0	3369		TRUE	0.3	0	0	4	1	FALSE	new_genes	TE-like	Metal-binding / Iron ion binding / Metal ion binding	3369	1	ID=AT4Gr20001969	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20001983	PanGen_Chr_4	Consensus	gene	22850407	22850811	.	-	.	ID=AT4Gr20001983	0	405		FALSE	0	0	0	4	0	FALSE	new_genes	other_species	Uncharacterized protein	405	1	ID=AT4Gr20001983	NA	FALSE	FALSE	TRUE	FALSE	FALSE	9	18
AT4Gr20002008	PanGen_Chr_4	Consensus	gene	23036180	23038907	.	-	.	ID=AT4Gr20002008	0	2728		TRUE	0.4	0	0	4	1	FALSE	new_genes	TE-like	Metal-binding / Iron ion binding / Metal ion binding	2728	1	ID=AT4Gr20002008	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002009	PanGen_Chr_4	Consensus	gene	23048193	23049906	.	-	.	ID=AT4Gr20002009	0	1714		FALSE	0	0	0	4	1	FALSE	new_genes	protein_tair10	Zinc-finger / Zinc knuckle	1714	1	ID=AT4Gr20002009	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002011	PanGen_Chr_4	Consensus	gene	23065786	23066574	.	-	.	ID=AT4Gr20002011	0	789		TRUE	0	0	0	4	0	FALSE	new_genes	nucl_tair10	NA	579	0.733840304182509	ID=AT4Gr20002011	NA	TRUE	FALSE	TRUE	FALSE	FALSE	6	9
AT4Gr20002047	PanGen_Chr_4	Consensus	gene	23375003	23375510	.	-	.	ID=AT4Gr20002047	0	508		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	508	1	ID=AT4Gr20002047	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002048	PanGen_Chr_4	Consensus	gene	23381477	23384785	.	-	.	ID=AT4Gr20002048	0	3309		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	3309	1	ID=AT4Gr20002048	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002051	PanGen_Chr_4	Consensus	gene	23399349	23401008	.	-	.	ID=AT4Gr20002051	0	1660		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	1660	1	ID=AT4Gr20002051	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002052	PanGen_Chr_4	Consensus	gene	23403497	23406613	.	-	.	ID=AT4Gr20002052	0	3117		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	3117	1	ID=AT4Gr20002052	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002067	PanGen_Chr_4	Consensus	gene	23501770	23502264	.	-	.	ID=AT4Gr20002067	0	495		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	495	1	ID=AT4Gr20002067	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT4Gr20002069	PanGen_Chr_4	Consensus	gene	23507230	23507922	.	-	.	ID=AT4Gr20002069	0	693		FALSE	0.8	0	0	4	0	TRUE	new_genes	TE	Uncharacterized protein	693	1	ID=AT4Gr20002069	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT4Gr20002071	PanGen_Chr_4	Consensus	gene	23527788	23529853	.	-	.	ID=AT4Gr20002071	0	2066		FALSE	0	0	0	4	0	FALSE	new_genes	protein_tair10	DC1 domain-containing protein	1488	0.720232333010649	ID=AT4Gr20002071	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	4
AT4Gr20002072	PanGen_Chr_4	Consensus	gene	23530890	23532759	.	-	.	ID=AT4Gr20002072	0	1870		FALSE	0	0	0	4	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	1706	0.912299465240642	ID=AT4Gr20002072	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	3
AT4Gr20002076	PanGen_Chr_4	Consensus	gene	23553664	23555703	.	-	.	ID=AT4Gr20002076	0	2040		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	2040	1	ID=AT4Gr20002076	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002077	PanGen_Chr_4	Consensus	gene	23560880	23561158	.	-	.	ID=AT4Gr20002077	0	279		FALSE	0	0	0	4	0	FALSE	new_genes	other_species	Signal peptide / Secreted	39	0.139784946236559	ID=AT4Gr20002077	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT4Gr20002085	PanGen_Chr_4	Consensus	gene	23636482	23639444	.	-	.	ID=AT4Gr20002085	0	2963		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	2963	1	ID=AT4Gr20002085	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002086	PanGen_Chr_4	Consensus	gene	23648303	23648530	.	-	.	ID=AT4Gr20002086	0	228		FALSE	0	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	2	0.0087719298245614	ID=AT4Gr20002086	NA	FALSE	FALSE	TRUE	FALSE	FALSE	9	14
AT4Gr20002094	PanGen_Chr_4	Consensus	gene	23702220	23702600	.	-	.	ID=AT4Gr20002094	0	381		FALSE	0	0	0	4	1	FALSE	new_genes	protein_tair10	Uncharacterized protein	1	0.0026246719160105	ID=AT4Gr20002094	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT4Gr20002101	PanGen_Chr_4	Consensus	gene	23762206	23762917	.	-	.	ID=AT4Gr20002101	0	712		FALSE	0	0	0	4	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	6	0.00842696629213483	ID=AT4Gr20002101	NA	FALSE	FALSE	TRUE	FALSE	FALSE	7	19
AT4Gr20002103	PanGen_Chr_4	Consensus	gene	23801912	23802489	.	-	.	ID=AT4Gr20002103	0	578		FALSE	0	0	0	4	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	578	1	ID=AT4Gr20002103	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3
AT4Gr20002122	PanGen_Chr_4	Consensus	gene	23918107	23922064	.	-	.	ID=AT4Gr20002122	0	3958		FALSE	0	0	0	4	0	FALSE	new_genes	protein_tair10	Transcription factor	2792	0.705406771096513	ID=AT4Gr20002122	NA	FALSE	FALSE	TRUE	FALSE	FALSE	4	23
AT4Gr20002132	PanGen_Chr_4	Consensus	gene	24003400	24004311	.	-	.	ID=AT4Gr20002132	0	912		FALSE	1	0	0	4	1	TRUE	new_genes	TE	Zinc-finger / Zinc knuckle	912	1	ID=AT4Gr20002132	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002136	PanGen_Chr_4	Consensus	gene	24038828	24041236	.	-	.	ID=AT4Gr20002136	0	2409		TRUE	0.8	0	0	4	1	TRUE	new_genes	TE	NA	2409	1	ID=AT4Gr20002136	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002154	PanGen_Chr_4	Consensus	gene	24189800	24189948	.	-	.	ID=AT4Gr20002154	0	149		FALSE	1	0	0	4	1	TRUE	new_genes	TE	NA	149	1	ID=AT4Gr20002154	NA	TRUE	FALSE	TRUE	FALSE	FALSE	9	10
AT4Gr20002155	PanGen_Chr_4	Consensus	gene	24192706	24214357	.	-	.	ID=AT4Gr20002155	0	21652		FALSE	1	0	0	4	1	TRUE	new_genes	TE	NA	21652	1	ID=AT4Gr20002155	NA	FALSE	FALSE	FALSE	FALSE	TRUE	11	14
AT4Gr20002173	PanGen_Chr_4	Consensus	gene	24380750	24382264	.	-	.	ID=AT4Gr20002173	0	1515		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	1515	1	ID=AT4Gr20002173	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002174	PanGen_Chr_4	Consensus	gene	24384582	24385528	.	-	.	ID=AT4Gr20002174	0	947		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Membrane / Transmembrane	947	1	ID=AT4Gr20002174	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT4Gr20002186	PanGen_Chr_4	Consensus	gene	24571777	24575453	.	-	.	ID=AT4Gr20002186	0	3677		FALSE	0	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	3677	1	ID=AT4Gr20002186	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002232	PanGen_Chr_4	Consensus	gene	24902888	24906590	.	-	.	ID=AT4Gr20002232	0	3703		FALSE	0.9	0	0	4	1	TRUE	new_genes	TE	NA	3467	0.936267890899271	ID=AT4Gr20002232	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	26
AT4Gr20002235	PanGen_Chr_4	Consensus	gene	24924543	24924992	.	-	.	ID=AT4Gr20002235	0	450		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Signal peptide / Secreted	30	0.0666666666666667	ID=AT4Gr20002235	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT4Gr20002250	PanGen_Chr_4	Consensus	gene	25013618	25020826	.	-	.	ID=AT4Gr20002250	0	7209		TRUE	0	0	0	4	0	FALSE	new_genes	nucl_tair10	Carbohydrate metabolic process / Carbohydrate binding	4879	0.676792897766681	ID=AT4Gr20002250	NA	TRUE	FALSE	TRUE	FALSE	FALSE	21	24
AT4Gr20002263	PanGen_Chr_4	Consensus	gene	25120129	25125897	.	-	.	ID=AT4Gr20002263	0	5769		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	DNA integration	5170	0.896169180100537	ID=AT4Gr20002263	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5
AT4Gr20002264	PanGen_Chr_4	Consensus	gene	25126057	25127535	.	-	.	ID=AT4Gr20002264	0	1479		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1479	1	ID=AT4Gr20002264	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	5
AT4Gr20002284	PanGen_Chr_4	Consensus	gene	25354908	25356819	.	-	.	ID=AT4Gr20002284	0	1912		FALSE	0	0	0	4	1	FALSE	new_genes	other_species	Ubiquitin-like domain / Protein ubiquitination	1912	1	ID=AT4Gr20002284	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002294	PanGen_Chr_4	Consensus	gene	25443680	25444123	.	-	.	ID=AT4Gr20002294	0	444		FALSE	0	0	0	4	1	FALSE	new_genes	protein_tair10	DNA-binding	444	1	ID=AT4Gr20002294	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002295	PanGen_Chr_4	Consensus	gene	25444446	25445643	.	-	.	ID=AT4Gr20002295	0	1198		FALSE	0	0	0	4	1	FALSE	new_genes	protein_tair10	DNA-binding	1198	1	ID=AT4Gr20002295	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002296	PanGen_Chr_4	Consensus	gene	25448174	25449182	.	-	.	ID=AT4Gr20002296	0	1009		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Ribosomal protein	1009	1	ID=AT4Gr20002296	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002297	PanGen_Chr_4	Consensus	gene	25450183	25450782	.	-	.	ID=AT4Gr20002297	0	600		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	600	1	ID=AT4Gr20002297	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002298	PanGen_Chr_4	Consensus	gene	25458649	25461348	.	-	.	ID=AT4Gr20002298	0	2700		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Coiled coil	2700	1	ID=AT4Gr20002298	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002305	PanGen_Chr_4	Consensus	gene	25515616	25516323	.	-	.	ID=AT4Gr20002305	0	708		FALSE	1	0	0	4	1	TRUE	new_genes	TE	NA	708	1	ID=AT4Gr20002305	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3
AT4Gr20002311	PanGen_Chr_4	Consensus	gene	25587477	25589439	.	-	.	ID=AT4Gr20002311	0	1963		FALSE	0.1	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	1963	1	ID=AT4Gr20002311	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002312	PanGen_Chr_4	Consensus	gene	25590687	25592105	.	-	.	ID=AT4Gr20002312	0	1419		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	DNA-binding	1419	1	ID=AT4Gr20002312	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002319	PanGen_Chr_4	Consensus	gene	25637006	25638159	.	-	.	ID=AT4Gr20002319	0	1154		FALSE	0	0	0	4	1	FALSE	new_genes	protein_tair10	Nucleus	1154	1	ID=AT4Gr20002319	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002320	PanGen_Chr_4	Consensus	gene	25639282	25639827	.	-	.	ID=AT4Gr20002320	0	546		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	546	1	ID=AT4Gr20002320	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002323	PanGen_Chr_4	Consensus	gene	25674390	25676308	.	-	.	ID=AT4Gr20002323	0	1919		FALSE	0.7	0	0	4	1	TRUE	new_genes	TE	NA	756	0.393955184992183	ID=AT4Gr20002323	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	26
AT4Gr20002347	PanGen_Chr_4	Consensus	gene	25887689	25890241	.	-	.	ID=AT4Gr20002347	0	2553		FALSE	0.4	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	2553	1	ID=AT4Gr20002347	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002350	PanGen_Chr_4	Consensus	gene	25935614	25938033	.	-	.	ID=AT4Gr20002350	0	2420		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	2320	0.958677685950413	ID=AT4Gr20002350	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT4Gr20002360	PanGen_Chr_4	Consensus	gene	26016426	26019059	.	-	.	ID=AT4Gr20002360	0	2634		TRUE	0.9	0	0	4	1	TRUE	new_genes	TE	NA	2634	1	ID=AT4Gr20002360	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002389	PanGen_Chr_4	Consensus	gene	26250571	26251407	.	-	.	ID=AT4Gr20002389	0	837		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	837	1	ID=AT4Gr20002389	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002400	PanGen_Chr_4	Consensus	gene	26309190	26309599	.	-	.	ID=AT4Gr20002400	0	410		FALSE	0	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	11	0.0268292682926829	ID=AT4Gr20002400	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	17
AT4Gr20002407	PanGen_Chr_4	Consensus	gene	26353193	26354176	.	-	.	ID=AT4Gr20002407	0	984		FALSE	0	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	94	0.0955284552845529	ID=AT4Gr20002407	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT4Gr20002448	PanGen_Chr_4	Consensus	gene	26681114	26682181	.	-	.	ID=AT4Gr20002448	0	1068		FALSE	1	0	0	4	0	TRUE	new_genes	TE	NA	1068	1	ID=AT4Gr20002448	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002449	PanGen_Chr_4	Consensus	gene	26684142	26686691	.	-	.	ID=AT4Gr20002449	0	2550		FALSE	1	0	0	4	0	TRUE	new_genes	TE	Reverse transcriptase	2550	1	ID=AT4Gr20002449	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002460	PanGen_Chr_4	Consensus	gene	26800171	26800446	.	-	.	ID=AT4Gr20002460	0	276		FALSE	1	0	0	4	0	TRUE	new_genes	TE	NA	276	1	ID=AT4Gr20002460	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	1
AT4Gr20002474	PanGen_Chr_4	Consensus	gene	26989105	26989488	.	-	.	ID=AT4Gr20002474	0	384		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	384	1	ID=AT4Gr20002474	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	8
AT4Gr20002475	PanGen_Chr_4	Consensus	gene	26992256	26992639	.	-	.	ID=AT4Gr20002475	0	384		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	384	1	ID=AT4Gr20002475	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002476	PanGen_Chr_4	Consensus	gene	26994448	26994999	.	-	.	ID=AT4Gr20002476	0	552		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Membrane / Transmembrane	552	1	ID=AT4Gr20002476	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT4Gr20002487	PanGen_Chr_4	Consensus	gene	27060744	27061069	.	-	.	ID=AT4Gr20002487	0	326		FALSE	0	0	0	4	0	FALSE	new_genes	partial_or_no_homology	NA	0	0	ID=AT4Gr20002487	NA	FALSE	FALSE	TRUE	FALSE	FALSE	16	19
AT4Gr20002502	PanGen_Chr_4	Consensus	gene	27138484	27139632	.	-	.	ID=AT4Gr20002502	0	1149		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1149	1	ID=AT4Gr20002502	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
AT4Gr20002507	PanGen_Chr_4	Consensus	gene	27191757	27193796	.	-	.	ID=AT4Gr20002507	0	2040		TRUE	0	0	0	4	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	2040	1	ID=AT4Gr20002507	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002541	PanGen_Chr_4	Consensus	gene	27429262	27429417	.	-	.	ID=AT4Gr20002541	0	156		FALSE	0	0	0	4	1	FALSE	new_genes	protein_thaliana	Uncharacterized protein	34	0.217948717948718	ID=AT4Gr20002541	NA	TRUE	FALSE	TRUE	FALSE	FALSE	24	26
AT4Gr20002544	PanGen_Chr_4	Consensus	gene	27445782	27447399	.	-	.	ID=AT4Gr20002544	0	1618		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	1618	1	ID=AT4Gr20002544	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002546	PanGen_Chr_4	Consensus	gene	27450816	27451251	.	-	.	ID=AT4Gr20002546	0	436		FALSE	0	0	0	4	0	FALSE	new_genes	other_species	Uncharacterized protein	6	0.0137614678899083	ID=AT4Gr20002546	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT4Gr20002552	PanGen_Chr_4	Consensus	gene	27471026	27471961	.	-	.	ID=AT4Gr20002552	0	936		TRUE	1	0	0	4	1	TRUE	new_genes	TE	NA	936	1	ID=AT4Gr20002552	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT4Gr20002554	PanGen_Chr_4	Consensus	gene	27484488	27485558	.	-	.	ID=AT4Gr20002554	0	1071		FALSE	0	0	0	4	1	FALSE	new_genes	partial_or_no_homology	Uncharacterized protein	1071	1	ID=AT4Gr20002554	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	22
AT4Gr20002560	PanGen_Chr_4	Consensus	gene	27513940	27514481	.	-	.	ID=AT4Gr20002560	0	542		FALSE	0.8	0	0	4	0	TRUE	new_genes	TE	NA	441	0.813653136531365	ID=AT4Gr20002560	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT4Gr20002571	PanGen_Chr_4	Consensus	gene	27638819	27640590	.	-	.	ID=AT4Gr20002571	0	1772		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	1772	1	ID=AT4Gr20002571	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	9
AT4Gr20002581	PanGen_Chr_4	Consensus	gene	27671114	27673410	.	-	.	ID=AT4Gr20002581	0	2297		FALSE	0	0	0	4	0	FALSE	new_genes	TE-like	Reverse transcriptase	2297	1	ID=AT4Gr20002581	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT4Gr20002603	PanGen_Chr_4	Consensus	gene	27870778	27872502	.	-	.	ID=AT4Gr20002603	0	1725		TRUE	1	0	0	4	1	TRUE	new_genes	TE	Reverse transcriptase	1725	1	ID=AT4Gr20002603	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT4Gr20002604	PanGen_Chr_4	Consensus	gene	27877024	27880545	.	-	.	ID=AT4Gr20002604	0	3522		FALSE	1	0	0	4	0	TRUE	new_genes	TE	Reverse transcriptase	3522	1	ID=AT4Gr20002604	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT5Gr10000003	PanGen_Chr_5	Consensus	gene	49935	50525	.	+	.	ID=AT5Gr10000003	0	591		FALSE	1	0	0	5	1	TRUE	new_genes	TE	NA	57	0.0964467005076142	ID=AT5Gr10000003	NA	FALSE	FALSE	FALSE	FALSE	FALSE	5	6
AT5Gr10000008	PanGen_Chr_5	Consensus	gene	101403	102053	.	+	.	ID=AT5Gr10000008	0	651		TRUE	1	0	0	5	1	TRUE	new_genes	TE	NA	651	1	ID=AT5Gr10000008	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT5Gr10000020	PanGen_Chr_5	Consensus	gene	204146	210594	.	+	.	ID=AT5Gr10000020	0	6449		TRUE	1	0	0	5	1	TRUE	new_genes	TE	Reverse transcriptase	6061	0.93983563343154	ID=AT5Gr10000020	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	4
AT5Gr10000021	PanGen_Chr_5	Consensus	gene	215313	216272	.	+	.	ID=AT5Gr10000021	0	960		TRUE	0.9	0	0	5	1	TRUE	new_genes	TE	TE / Transposon / Transposase / DNA transposition	960	1	ID=AT5Gr10000021	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT5Gr10000034	PanGen_Chr_5	Consensus	gene	338482	339369	.	+	.	ID=AT5Gr10000034	0	888		FALSE	0	0	0	5	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	97	0.109234234234234	ID=AT5Gr10000034	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT5Gr10000040	PanGen_Chr_5	Consensus	gene	408650	409246	.	+	.	ID=AT5Gr10000040	0	597		FALSE	0	0	0	5	0	FALSE	new_genes	other_species	NA	307	0.514237855946399	ID=AT5Gr10000040	NA	TRUE	FALSE	TRUE	FALSE	FALSE	23	26
AT5Gr10000047	PanGen_Chr_5	Consensus	gene	453870	456543	.	+	.	ID=AT5Gr10000047	0	2674		TRUE	1	0	0	5	1	TRUE	new_genes	TE	Metal-binding / Iron ion binding / Metal ion binding	2674	1	ID=AT5Gr10000047	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	7
AT5Gr10000076	PanGen_Chr_5	Consensus	gene	652640	653236	.	+	.	ID=AT5Gr10000076	0	597		TRUE	1	0	0	5	1	TRUE	new_genes	TE	NA	597	1	ID=AT5Gr10000076	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT5Gr10000077	PanGen_Chr_5	Consensus	gene	663734	663953	.	+	.	ID=AT5Gr10000077	0	220		FALSE	0	0	0	5	1	FALSE	new_genes	protein_tair10	Uncharacterized protein	220	1	ID=AT5Gr10000077	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT5Gr10000102	PanGen_Chr_5	Consensus	gene	835665	836577	.	+	.	ID=AT5Gr10000102	0	913		TRUE	0	0	0	5	1	FALSE	new_genes	TE-like	Reverse transcriptase	913	1	ID=AT5Gr10000102	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT5Gr10000109	PanGen_Chr_5	Consensus	gene	864930	865246	.	+	.	ID=AT5Gr10000109	0	317		FALSE	0	0	0	5	0	FALSE	new_genes	partial_or_no_homology	NA	16	0.0504731861198738	ID=AT5Gr10000109	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	8
AT5Gr10000117	PanGen_Chr_5	Consensus	gene	913495	914400	.	+	.	ID=AT5Gr10000117	0	906		FALSE	0	0	0	5	0	FALSE	new_genes	protein_tair10	F-box	775	0.855408388520971	ID=AT5Gr10000117	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	3
AT5Gr10000127	PanGen_Chr_5	Consensus	gene	957461	959929	.	+	.	ID=AT5Gr10000127	0	2469		TRUE	1	0	0	5	1	TRUE	new_genes	TE	NA	2469	1	ID=AT5Gr10000127	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT5Gr10000128	PanGen_Chr_5	Consensus	gene	961256	961525	.	+	.	ID=AT5Gr10000128	0	270		TRUE	1	0	0	5	1	TRUE	new_genes	TE	NA	270	1	ID=AT5Gr10000128	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT5Gr10000137	PanGen_Chr_5	Consensus	gene	1051806	1052009	.	+	.	ID=AT5Gr10000137	0	204		FALSE	0	0	0	5	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	0	0	ID=AT5Gr10000137	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT5Gr10000144	PanGen_Chr_5	Consensus	gene	1093513	1096303	.	+	.	ID=AT5Gr10000144	0	2791		FALSE	1	0	0	5	0	TRUE	new_genes	TE	NA	2791	1	ID=AT5Gr10000144	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	4
AT5Gr10000146	PanGen_Chr_5	Consensus	gene	1107091	1111025	.	+	.	ID=AT5Gr10000146	0	3935		FALSE	0	0	0	5	0	FALSE	new_genes	protein_tair10	Zinc-finger / Zinc knuckle	3935	1	ID=AT5Gr10000146	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	3
AT5Gr10000147	PanGen_Chr_5	Consensus	gene	1114342	1117461	.	+	.	ID=AT5Gr10000147	0	3120		FALSE	0	0	0	5	0	FALSE	new_genes	protein_tair10	DC1 domain-containing protein	3120	1	ID=AT5Gr10000147	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3
